"","Duration..in.seconds.","Q291","MCQ_1","MCQ_2","MCQ_3","MCQ_4","MCQ_5","MCQ_6","MCQ_7","MCQ_8","MCQ_9","MCQ_10","MCQ_11","MCQ_12","MCQ_13","MCQ_14","MCQ_15","MCQ_16","MCQ_17","MCQ_18","MCQ_19","MCQ_20","MCQ_21","MCQ_22","MCQ_23","MCQ_24","MCQ_25","MCQ_26","MCQ_27","COVID_DoG_Questions.1_1","COVID_DoG_Questions.1_2","COVID_DoG_Questions.1_3","COVID_DoG_Questions.1_4","COVID_DoG_Questions.1_5","COVID_DoG_Questions.1_6","COVID_DoG_Questions.2_1","COVID_DoG_Questions.2_2","COVID_DoG_Questions.2_3","COVID_DoG_Questions.2_4","COVID_DoG_Questions.2_5","COVID_DoG_Questions.2_6","PandemicLengthExpect.1_1","PandemicLengthExpect.2_1","COVID_DoG_Questions.1","COVID_DoG_Questions.2","COVID_DoG_Questions.3","COVID_DoG_Questions.4","COVID_DoG_Questions.5","COVID_DoG_Questions.6","PandemicLengthExpect.1","SocialNorms_Family_1","SocialNorms_Family_2","SocialNorms_Family_3","SocialNorms_Friends_1","SocialNorms_Friends_2","SocialNorms_Friends_3","SocialNorms_Stranger_1","SocialNorms_Stranger_2","SocialNorms_Stranger_3","PerceivedRisk_1","PerceivedRisk_2","PerceivedRisk_3","PerceivedRisk_4","PerceivedRisk_5","PerceivedRisk_6","PerceivedValue_1","PerceivedValue_2","PerceivedValue_3","PerceivedValue_4","PerceivedValue_5","PerceivedValue_6","GCS_1","GCS_2","GCS_3","attentioncheck_1","GCS_4","GCS_5","GCS_6","IUS_1","IUS_2","IUS_3","IUS_4","IUS_5","IUS_6","IUS_7","IUS_8","IUS_9","IUS_10","IUS_11","IUS_12","MFQpart1_1","MFQpart1_2","MFQpart1_3","MFQpart1_4","MFQpart1_5","MFQpart1_6","MFQpart1_7","MFQpart1_8","MFQpart1_9","MFQpart1_10","MFQpart1_11","MFQpart1_12","MFQpart1_13","MFQpart1_14","MFQpart1_15","MFQpart1_16","MFQ_part2_1","MFQ_part2_2","MFQ_part2_3","MFQ_part2_4","MFQ_part2_5","MFQ_part2_6","MFQ_part2_7","MFQ_part2_8","MFQ_part2_9","MFQ_part2_10","MFQ_part2_11","MFQ_part2_12","MFQ_part2_13","MFQ_part2_14","MFQ_part2_15","MFQ_part2_16","Disgust_1","Disgust_2","Disgust_3","Disgust_4","Disgust_5","Disgust_6","Disgust_7","Disgust_8","Disgust_9","Disgust_10","Disgust_11","Disgust_12","Disgust_13","Disgust_14","Disgust_15","Disgust_16","Disgust_17","Disgust_18","Disgust_19","Disgust_20","Disgust_21","SDRS.5_Q1","SDRS.5_Q2","SDRS.5_Q3","SDRS.5_Q4","SDRS.5_Q5","Worries_1","Worries_2","Worries_3","Worries_4","Worries_5","Worries_6","Worries_7","Worries_8","Worries_9","Worries_10","Worries_11","Worries_12","Worries_13","Worries_14","Worries_15","Worries_16","Worries_17","Worries_18","Worries_19","Worries_20","Worries_21","Worries_22","Worries_23","Worries_24","Problems_1","Problems_2","Problems_3","Problems_4","Problems_5","Problems_6","CheckingBeh_1","CheckingBeh_2","CheckingBeh_3","CheckingBeh_4","CheckingBeh_5","CheckingBeh_6","Impacts_financial1","Impacts_financial2","Impacts_financial3","Impacts_resource1","Impacts_resource2","Impacts_resource3","Impacts_psychology1","Impacts_psychology2","Impacts_psychology3","PersonalDiagnoses_1","PersonalDiagnoses_2","PersonalDiagnoses_3","Proximity_1","attentioncheck_2","Proximity_2","News_1","News_2","Age","Gender","MaritalStatus","Ethnicity","Race","Nationality","Education","Occupation","Measure2_2","Measure2_3","Measure2_4","Measure5_1","Measure5_4","Measure5_5","Measure5_6","Measure5_7","Measure5_8","Measure5_9","Measure5_10","Measure5_11","Measure5_12","Measure5_13","Measure5_14"
"350",1175,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2","6","6","6","3","3","2","4","4","4","4","4","4","4","6",2190,2190,2190,1095,1095,730,2190,"1","1","1","1","1","1","4","4","4","3","3","3","2","1","1","1","1","1","1","3","3","1","1","1","4","1","6","1","2","2","1","4","1","1","1","3","1","1","2","1","6","5","1","1","1","1","6","6","3","1","2","6","6","2","4","1","6","6","1","1","1","6","6","6","1","1","3","6","6","1","1","1","1","1","5","1","1","2","1","1","2","1","1","2","1","1","2","1","6","1","1","1","3","5","4","5","5","2","5","5","5","6","5","5","1","1","1","1","1","1","1","1","1","1","1","1","5","4","5","3","5","1","1","3","3","2","1","3","1","1","1","4","1","1","6","4","2","1","1","7","7","7","1","1","1","1","1","3","1","3","1","38","3","2","1","6","American","6","IT Professional","5","1","1","20","30","20","0","100","0","0","0","40","0","0","0"
"351",1273,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","2","8","3","5","5","11","4","3","3","2","2","1","3","4",730,240,90,35,35,11,120,"1","2","2","2","2","2","2","2","2","3","3","2","2","2","1","1","1","1","2","2","3","4","5","5","4","6","2","4","2","1","3","2","1","1","2","2","1","1","2","1","5","5","5","4","2","1","5","4","6","2","4","6","1","5","6","1","6","6","6","5","3","6","5","6","4","4","3","5","1","4","5","1","3","6","5","6","1","1","2","1","2","5","1","5","4","2","2","3","2","3","2","1","2","2","4","2","4","2","2","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","2","1","1","1","1","1","1","4","4","4","4","3","4","3","1","4","1","1","1","1","1","5","1","1","1","1","3","1","5","4","37","1","2","2","5","American","6","IT Manager","1","5","1","30","30","100","60","100","75","100","100","70","70","100","100"
"352",1156,"1","1","1","1","2","2","1","2","2","1","2","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","4","2","1","1","1","1","3","4","1","1","1","1","3","9",120,730,1,1,1,1,270,"2","2","6","5","3","7","1","1","5","3","3","1","1","1","1","1","1","3","3","3","3","4","4","4","4","3","6","3","2","3","1","3","2","1","1","4","1","2","4","1","4","5","1","6","6","1","4","5","2","2","6","6","6","1","6","1","5","6","3","6","6","6","3","6","3","4","6","4","1","2","4","4","1","5","6","6","1","6","2","1","6","6","1","6","6","2","6","3","2","6","3","1","6","2","1","1","1","2","3","3","2","1","2","4","1","1","1","1","1","1","2","3","3","1","3","3","3","2","4","2","2","1","1","1","2","1","1","1","2","1","3","3","2","1","1","1","7","1","1","6","1","2","6","1","1","1","7","3","7","2","1","30","1","1","2","5","American","4","Radiologic Technologist","2","4","1","95","90","90","30","20","30","85","85","75","40","100","75"
"353",1309,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","2","2","7","11","7","7","4","4","3","3","3","3","3","11",730,730,210,330,210,210,330,"2","2","5","1","1","2","2","3","5","3","3","2","2","2","2","2","1","3","3","2","2","3","2","3","4","2","6","1","3","3","2","3","2","2","4","3","2","3","2","2","5","6","1","2","3","1","5","6","3","1","3","6","6","3","4","1","5","6","2","2","2","6","6","5","3","1","1","4","6","1","1","1","2","1","5","4","1","4","3","1","5","4","4","3","2","1","4","2","5","4","2","1","4","4","2","1","1","5","3","3","3","4","4","2","1","1","1","1","1","1","1","1","1","1","1","1","2","3","4","3","3","1","1","1","2","1","1","1","3","2","1","1","1","1","2","1","6","3","3","4","5","5","2","1","1","1","1","3","1","5","3","26","2","1","2","5","American","4","Direct Care (disability services)","5","1","1","80","0","5","30","75","0","0","0","35","40","20","0"
"354",592,"1","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","7","7","4","4","4","4","3","3","3","3","3","10",730,730,210,210,120,120,300,"1","1","4","2","2","3","3","3","3","3","3","2","2","2","1","2","1","1","3","3","3","4","5","4","4","5","2","5","2","2","2","3","2","2","2","3","2","2","3","3","5","6","3","4","5","1","5","6","2","3","4","3","6","2","6","1","6","6","4","4","4","5","5","5","4","3","5","5","2","4","4","4","1","1","3","2","1","2","1","1","4","3","1","2","1","1","2","1","3","4","1","1","4","2","4","4","4","2","5","5","5","6","5","5","3","8","3","3","3","1","1","1","1","1","1","1","5","5","5","3","5","4","1","1","1","1","1","1","3","3","3","3","3","3","6","2","3","4","4","2","5","5","3","1","1","1","1","3","1","5","5","35","2","1","2","5","American","6","finance","4","1","1","100","20","58","30","68","49","25","25","59","45","69","86"
"355",627,"1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","4","4","4","4","4","4","2",730,730,730,730,730,730,730,"1","1","1","1","1","1","2","2","2","3","3","3","3","3","3","1","1","1","1","1","1","5","5","4","4","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","5","5","6","1","5","6","5","5","5","5","5","5","6","6","6","4","4","5","6","6","6","6","6","4","6","6","6","4","6","6","5","6","6","6","4","6","3","6","6","4","5","3","5","6","6","4","6","6","4","6","6","1","5","5","5","1","5","3","5","6","5","5","5","8","5","5","5","3","2","2","2","1","1","2","3","5","5","4","4","3","4","3","5","3","4","2","5","3","5","5","1","3","1","1","7","1","1","7","4","6","1","1","1","1","1","3","1","4","3","28","2","1","2","5","American ","5","Retail manager","1","4","1","0","86","67","100","0","91","91","88","0","100","100","100"
"356",762,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","7","5","5","5","5","3","3","3","3","3","3","3","5",150,210,150,150,150,150,150,"2","2","3","2","2","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","6","5","4","4","5","2","4","4","3","4","4","4","4","4","3","3","4","3","3","6","6","3","4","1","1","6","6","3","3","2","6","6","3","6","1","6","6","3","4","2","6","5","6","2","1","2","6","4","5","2","1","4","2","4","5","1","2","4","1","3","5","1","2","5","1","3","4","2","2","4","2","2","2","4","2","3","2","3","2","1","3","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","1","1","1","1","2","2","2","1","3","1","5","1","1","7","2","2","6","1","1","1","1","3","1","3","2","49","1","2","2","5","American","4","Student Monitor","4","1","2","60","30","22","10","77","6","40","40","69","61","59","20"
"357",1173,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","11","11","11","7","7","7","3","3","3","3","3","3","3","11",330,330,330,210,210,210,330,"2","2","2","2","2","2","2","2","2","3","3","3","2","2","2","2","1","1","1","2","2","2","2","2","4","2","5","2","4","4","4","4","4","4","4","4","4","4","4","4","5","5","3","4","4","1","4","4","4","4","3","5","3","3","5","1","4","5","1","4","4","5","3","4","3","2","3","3","3","5","2","2","3","3","5","5","3","3","3","2","3","5","4","5","4","2","3","4","5","5","5","3","4","2","4","4","4","2","4","4","4","4","4","4","4","7","4","4","4","4","2","2","2","1","1","2","2","4","4","4","4","4","3","3","3","3","3","3","4","4","4","3","2","4","5","2","2","2","2","5","5","5","3","1","1","1","1","3","1","6","5","30","1","1","2","5","American","5","data analyst","4","1","2","80","19","0","0","80","0","70","70","80","31","79","30"
"358",1145,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","2","2","2","2","2","7","4","4","4","4","4","3","3","19",730,730,730,730,730,210,570,"1","1","1","1","1","1","2","2","2","3","3","3","3","3","2","2","1","2","3","3","3","5","5","2","4","4","6","1","1","3","1","4","1","1","1","1","3","1","1","1","6","5","1","1","1","1","1","5","1","1","1","6","6","1","6","1","6","5","2","5","1","6","6","2","2","2","1","2","5","1","5","1","1","1","6","6","1","6","4","1","4","6","1","2","5","1","5","3","4","4","4","6","5","2","4","5","4","2","4","4","4","1","4","4","3","1","4","1","2","2","1","1","1","1","1","1","4","4","4","4","4","2","1","1","1","1","1","1","1","1","1","4","1","1","2","2","6","1","1","7","2","2","6","1","1","1","1","3","1","5","1","69","2","3","2","5","usa","5","academic tutor","5","1","4","90","12","98","1","99","2","31","42","15","59","77","90"
"359",745,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","1","2","1","2","1","2","9","2","5","2","7","1","3","4","3","4","3","1","4","2",270,730,150,730,210,1,730,"2","1","2","2","1","2","2","2","2","2","3","3","2","2","1","3","2","1","2","2","3","1","1","1","4","1","6","1","4","4","4","2","2","4","4","4","2","4","3","4","6","6","2","4","5","1","6","6","6","5","6","5","6","6","6","5","5","6","1","5","3","6","6","3","1","5","5","3","4","3","5","4","3","4","5","5","1","4","4","1","5","6","4","4","3","2","4","4","3","6","4","4","6","2","4","3","2","3","3","4","3","4","4","3","4","3","4","4","3","4","3","4","3","1","2","2","3","4","3","3","4","3","2","2","3","2","3","1","3","2","3","3","2","3","4","5","4","5","5","5","5","6","2","1","1","7","1","3","1","5","4","25","1","1","2","5","American","3","Landscaper","3","3","3","50","51","31","87","51","73","73","50","50","41","79","50"
"360",833,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","7","7","4","4","4","3","3","3","3","3","3","3","3","9",210,210,120,120,120,90,270,"1","1","2","1","1","2","1","1","1","3","3","2","2","2","1","3","1","2","3","3","3","3","4","4","4","4","4","4","4","4","1","4","2","1","1","4","3","1","4","1","5","5","2","4","5","1","5","5","2","2","2","5","5","2","5","2","6","6","5","5","2","6","6","6","4","1","4","6","2","5","5","2","1","2","3","5","2","5","2","2","3","5","5","4","2","5","5","4","6","4","2","2","5","2","4","4","4","2","4","4","4","4","4","4","1","2","2","2","2","1","2","2","2","1","1","2","3","2","5","1","1","1","3","2","3","1","2","1","4","4","4","3","3","4","1","1","6","2","2","6","2","4","3","1","1","1","1","3","1","6","6","64","2","2","2","5","USA","4","Retired ","1","4","1","2","83","100","51","13","48","100","100","84","86","100","100"
"361",1444,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","1","4","1","4","1","1","1","3","1","3","1","1","3","4",1,120,1,120,1,1,120,"6","6","6","6","6","6","2","2","2","1","1","1","1","1","1","3","2","3","3","3","3","3","3","3","4","3","6","3","1","2","1","3","2","1","2","3","2","1","3","2","6","5","4","4","5","1","6","5","4","4","5","6","6","4","6","6","6","6","5","5","5","6","6","6","3","4","3","6","1","2","3","5","5","3","6","6","4","4","4","5","5","5","4","5","6","5","6","5","6","5","6","4","6","2","5","4","4","1","1","1","1","1","1","1","2","2","4","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","3","4","4","4","1","1","3","1","1","1","1","3","1","1","1","46","2","2","2","2","Vietnamese","4","Unemployed ","1","4","3","31","90","70","100","20","91","93","93","70","91","100","91"
"362",848,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","1","2","1","2","1","2","9","11","9","7","5","2","3","3","3","3","3","3","3","11",270,330,270,210,150,60,330,"1","1","2","3","1","3","1","1","1","3","3","2","2","2","1","2","3","2","3","3","2","6","2","3","4","4","4","5","2","4","1","5","3","1","1","3","1","1","5","1","6","6","1","4","4","1","5","6","4","3","3","5","5","3","4","1","5","6","1","5","4","6","6","6","2","1","1","3","3","3","2","1","2","2","4","3","1","5","2","1","4","3","1","1","2","1","4","4","2","2","3","2","4","2","2","3","4","4","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","3","7","1","1","1","1","7","3","5","1","1","1","1","1","3","1","7","2","40","1","2","2","5","American","5","TV Director","5","1","1","88","27","19","1","62","1","51","19","94","51","4","2"
"363",1093,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","2","3","2","5","3","6","2","2","2","1","2","1","2","4","2",21,14,5,21,6,14,730,"1","1","2","3","2","3","3","2","2","3","3","3","2","2","1","2","3","2","3","3","2","5","5","4","4","5","5","5","4","4","5","3","4","4","3","5","3","3","3","4","5","5","4","6","5","2","4","5","5","5","5","6","6","4","6","5","5","6","4","6","5","6","2","6","6","3","6","6","3","6","5","4","1","3","4","6","2","4","2","4","6","4","3","6","3","4","4","3","2","3","6","3","5","3","2","2","2","3","5","4","5","6","4","4","4","8","5","4","4","5","4","5","4","4","3","4","3","4","3","4","4","3","2","3","4","3","4","3","4","4","3","4","4","3","6","5","2","5","6","5","6","5","2","6","4","4","5","3","5","4","4","29","1","2","2","5","American","5","Network engineer","4","1","1","75","24","65","26","63","30","80","70","74","46","68","65"
"364",836,"1","1","2","1","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","4","21","13","11","7","7","4","4","3","3","3","3","4","3",1460,7665,390,330,210,210,1095,"2","2","4","2","1","3","4","4","4","3","3","3","2","2","1","2","1","1","2","2","3","3","2","1","4","2","1","1","4","4","3","3","3","1","2","3","3","2","2","3","5","6","3","5","6","1","5","5","3","6","6","6","6","2","5","6","5","6","4","4","6","6","5","5","2","5","6","3","1","3","4","5","3","5","5","6","6","3","4","6","3","4","6","4","6","6","3","5","6","5","5","6","4","2","5","3","2","4","5","4","5","6","5","5","2","2","2","1","1","1","1","1","1","1","1","1","4","5","5","2","3","3","2","3","3","1","2","2","4","1","2","2","1","3","4","2","6","1","2","5","6","6","3","1","2","3","1","3","1","4","3","58","2","2","2","2","Singaporean","6","translator","1","4","3","11","42","46","95","19","8","100","93","84","59","99","85"
"365",1757,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","8","7","8","9","8","8","1","1","2","1","1","1","4","7",8,7,56,9,8,8,2555,"1","1","1","3","1","1","3","1","1","2","3","3","3","2","1","2","3","3","2","1","1","3","2","2","4","2","5","2","3","4","3","4","3","3","3","4","4","4","4","4","6","5","2","4","2","1","5","6","4","2","4","6","6","4","6","1","5","6","3","4","4","6","3","6","1","5","1","1","3","3","4","4","4","5","4","4","3","3","3","3","4","3","3","4","3","3","4","3","5","3","3","3","4","2","2","1","2","2","4","2","3","3","3","4","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","3","2","1","1","2","1","1","1","2","2","1","1","1","2","1","1","7","1","1","6","1","2","4","1","1","5","6","3","1","5","1","51","1","1","1","5","American - USA","4","Paralegal","5","1","1","83","19","79","4","49","2","87","51","98","87","75","50"
"366",702,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","2","4","4","4","4","4","4","4","3",1095,1095,1095,1095,1095,730,1095,"2","2","2","1","1","1","4","3","4","3","3","3","3","3","2","1","1","1","1","1","1","3","2","1","4","1","3","4","2","2","1","4","5","1","1","2","1","1","3","1","3","3","1","1","1","1","2","4","2","1","1","4","4","1","4","1","4","5","1","1","1","3","5","5","1","1","1","1","6","1","1","1","1","4","2","1","4","1","1","1","2","6","1","1","1","1","1","3","1","1","2","4","1","2","1","1","1","2","4","5","5","4","5","5","2","1","2","1","2","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","3","1","1","2","1","1","5","5","1","2","4","1","1","1","2","1","1","7","1","3","4","5","2","35","5","1","2","5","american","5","manager","5","1","1","100","21","1","0","100","31","1","1","31","4","11","1"
"367",953,"1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","5","7","8","3","4","2","3","3","1","3","2","1","4","5",150,210,8,90,28,2,1825,"6","5","6","2","2","1","2","1","1","1","1","1","1","1","1","2","3","3","3","3","3","1","2","1","4","1","6","1","2","5","1","4","1","1","1","3","2","1","3","2","3","5","2","4","2","1","6","3","1","2","3","5","6","1","4","1","5","6","5","4","5","6","6","6","1","1","4","1","2","1","4","1","2","5","4","5","1","3","3","4","6","6","2","1","5","4","5","4","5","1","4","5","4","4","5","4","2","5","2","1","2","2","3","1","4","3","4","4","2","5","3","3","2","1","1","1","2","2","4","2","1","1","2","2","1","1","2","1","3","1","1","1","1","1","5","6","1","3","3","1","2","3","1","1","1","1","1","3","1","3","1","56","1","2","2","5","American","5","Management","1","5","1","50","100","100","50","1","100","100","99","1","100","100","100"
"368",1068,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","2","1","2","4","1","1","1","1","3","3","1","1","1","4","2",1,60,120,1,1,1,730,"6","5","6","7","6","7","2","3","3","2","3","1","2","1","1","3","1","3","2","3","3","2","3","2","4","3","5","2","2","2","1","3","2","1","1","2","2","2","2","1","3","4","4","5","5","1","5","5","4","4","4","5","5","4","5","6","6","6","4","6","5","6","6","4","4","4","4","5","2","2","4","6","1","6","6","5","2","1","2","5","4","5","1","6","5","4","4","1","6","6","2","6","6","2","2","4","5","1","3","4","4","3","4","4","1","1","1","1","1","1","1","2","2","1","1","2","3","2","4","2","1","1","1","1","2","1","1","1","4","1","1","2","2","1","4","4","1","3","2","4","1","1","7","1","7","7","7","3","7","4","4","40","2","3","2","5","Italian-American","4","Sales Manager","2","3","1","2","53","100","100","15","31","50","55","43","40","99","40"
"369",1520,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","10","7","1","2","1","1","3","3","1","3","1","1","3","11",300,210,1,60,1,1,330,"3","3","5","3","6","6","2","2","3","3","2","1","2","1","1","3","2","3","2","3","3","6","6","6","4","6","3","4","1","1","1","4","1","1","1","3","2","1","4","1","4","4","4","5","2","1","3","4","3","2","2","5","5","3","5","2","5","5","6","6","2","6","6","5","4","6","2","3","1","3","5","3","1","3","5","3","2","4","1","2","4","2","5","5","2","2","3","1","4","4","3","1","3","1","2","5","5","2","2","2","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","2","2","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","1","1","7","1","1","7","1","1","1","1","3","1","1","1","54","2","2","2","5","American","6","senior project manager","1","4","1","98","99","95","90","35","63","55","66","67","80","79","98"
"370",1106,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","9","9","5","9","6","6","3","3","3","3","3","3","3","11",270,270,150,270,180,180,330,"2","1","2","2","1","2","3","3","4","3","3","2","3","2","2","3","2","2","3","2","2","3","3","2","4","4","3","2","3","4","2","4","1","1","2","3","2","1","3","1","5","5","4","3","4","1","4","5","4","2","4","5","6","3","4","2","5","5","4","4","5","6","6","5","3","5","4","5","5","3","4","2","2","2","4","5","1","6","4","1","3","4","2","4","4","2","3","3","1","4","3","2","5","4","2","2","2","4","3","3","2","3","2","4","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","1","1","1","2","1","3","3","2","1","2","3","2","1","1","1","6","7","1","3","3","5","5","6","2","1","1","1","1","3","1","3","1","30","1","1","2","5","American","4","None due to COVID","4","2","2","40","78","83","7","70","39","52","36","76","84","76","84"
"371",1262,"1","1","2","1","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","11","2","11","11","3","3","3","4","3","2","2","1","4","2",330,730,330,77,21,3,730,"1","1","1","1","1","1","1","2","2","3","3","3","2","2","2","3","1","2","3","3","3","6","4","4","4","6","2","3","3","3","3","3","3","1","2","4","3","2","3","2","6","5","5","4","6","1","6","5","4","4","6","6","6","5","6","6","6","4","4","4","6","6","6","5","1","2","6","6","4","3","4","4","3","2","4","6","2","3","6","2","3","6","5","4","6","4","3","4","6","4","6","4","4","2","3","4","2","3","4","4","4","4","4","5","1","1","1","1","2","1","2","2","2","1","2","2","4","4","5","3","3","2","3","3","4","4","4","3","4","2","3","2","2","4","2","2","6","2","2","5","6","6","2","1","1","2","1","3","1","7","5","64","2","3","2","5","American","6","retired SW","4","1","1","99","90","89","89","90","61","48","48","70","72","70","80"
"372",1519,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","5","5","5","5","7","7","4","4","4","4","3","2","4","5",1825,1825,1825,1825,210,49,1825,"2","2","3","2","2","3","1","1","1","3","3","2","3","3","2","1","1","1","1","1","2","3","4","4","4","4","2","4","1","2","1","1","1","1","1","1","1","1","2","1","6","6","1","1","4","1","6","6","1","1","2","6","6","1","5","1","6","6","1","2","2","6","6","5","2","1","4","6","6","2","2","4","5","1","3","6","1","1","6","1","2","5","1","1","5","1","3","6","6","2","6","1","2","1","4","5","5","1","2","2","3","2","3","2","2","1","2","1","2","2","1","2","2","1","2","2","2","2","3","2","2","2","1","1","2","1","1","1","2","2","2","1","1","1","7","7","1","5","5","1","1","1","7","1","1","1","1","3","1","3","2","52","2","2","2","6","American","4","Warehouse Manager","3","3","1","50","80","50","0","100","50","50","0","100","50","50","0"
